Applicant_ID,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5050563,1,0,0,2,225000,4,1,0,1,1,1,0,0,8,4,46,9,0,15,1
5050564,1,0,0,2,225000,4,1,0,1,1,1,0,0,8,4,46,9,0,12,1
5050565,1,0,0,2,225000,4,1,0,1,1,1,0,0,8,4,46,9,0,6,1
5050566,1,0,0,2,225000,4,1,0,1,1,1,0,0,8,4,46,9,0,6,1
5050567,1,1,0,1,675000,4,4,1,2,1,0,1,1,10,3,47,13,1,24,1
5050568,1,1,0,1,675000,4,4,1,2,1,0,1,1,10,3,47,13,1,25,1
5050569,1,1,0,1,675000,4,4,1,2,1,0,1,1,10,3,47,13,0,21,1
5050581,0,0,0,0,126000,4,4,1,1,1,1,0,0,8,2,43,7,0,15,1
5050582,0,0,0,0,126000,4,4,1,1,1,1,0,0,8,2,43,7,0,15,1
5050583,0,0,0,0,126000,4,4,1,1,1,1,0,0,8,2,43,7,0,17,1
5050584,0,0,0,0,126000,4,4,1,1,1,1,0,0,8,2,43,7,0,24,1
5050585,0,0,0,0,126000,4,4,1,1,1,1,0,0,8,2,43,7,1,17,1
5050586,0,0,0,0,126000,4,4,1,1,1,1,0,0,8,2,43,7,0,30,1
5050587,0,0,0,0,126000,4,4,1,1,1,1,0,0,8,2,43,7,0,5,1
5050588,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,10,1
5050589,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,17,1
5050590,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,17,1
5050591,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,7,1
5050592,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,5,1
5050593,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,13,1
5050594,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,17,1
5050595,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,13,1
5050596,0,1,0,0,121500,4,4,1,1,1,1,0,0,11,2,35,4,0,7,1
5050598,0,0,0,0,315000,4,1,1,1,1,1,1,0,3,2,51,17,0,19,1
5050599,0,0,0,0,315000,4,1,1,1,1,1,1,0,3,2,51,17,0,18,1
5050600,0,0,0,0,315000,4,1,1,1,1,1,1,0,3,2,51,17,0,18,1
5050601,0,0,0,0,315000,4,1,1,1,1,1,1,0,3,2,51,17,0,18,1
5050603,1,0,0,0,157500,4,4,1,1,1,1,0,0,8,2,51,20,5,37,1
5050606,1,0,0,0,157500,4,4,1,1,1,1,0,0,8,2,51,20,5,12,1
5050607,1,0,0,0,157500,4,4,1,1,1,1,0,0,8,2,51,20,5,6,1
5050608,1,0,0,0,157500,4,4,1,1,1,1,0,0,8,2,51,20,5,13,1
5050611,0,1,0,2,157500,4,4,1,1,1,1,1,0,14,4,38,2,0,31,1
5050616,1,1,0,0,90000,4,4,3,1,1,0,0,0,4,1,47,26,0,6,1
5050617,1,1,0,0,90000,4,4,3,1,1,0,0,0,4,1,47,26,0,6,1
5050618,1,1,0,0,90000,4,4,3,1,1,0,0,0,4,1,47,26,0,5,1
5050622,1,1,0,0,180000,0,4,1,1,1,0,0,0,4,2,41,2,0,29,1
5050623,1,1,0,0,180000,0,4,1,1,1,0,0,0,4,2,41,2,0,20,1
5050624,1,1,0,0,315000,4,4,1,1,1,0,1,0,4,2,36,2,0,5,1
5050625,1,1,0,0,315000,4,4,1,1,1,0,1,0,4,2,36,2,0,20,1
5050626,1,1,0,0,315000,4,4,1,1,1,0,1,0,4,2,36,2,0,20,1
5050627,1,1,0,0,315000,4,4,1,1,1,0,1,0,4,2,36,2,0,20,1
5050628,1,1,0,0,315000,4,4,1,1,1,0,1,0,4,2,36,2,0,5,1
5050629,1,1,0,0,315000,4,4,1,1,1,0,1,0,4,2,36,2,0,6,1
5050630,1,1,0,0,119250,4,4,1,1,1,0,0,0,8,2,49,2,0,36,1
5050632,1,1,0,1,270000,4,4,0,1,1,1,0,0,4,3,44,2,0,12,1
5050634,1,1,0,1,270000,4,4,0,1,1,1,0,0,4,3,44,2,0,8,1
5050635,0,0,0,0,225000,2,4,1,1,1,0,0,0,10,2,38,9,0,14,1
5050636,0,0,0,0,225000,2,4,1,1,1,0,0,0,10,2,38,9,0,7,1
5050643,1,1,0,0,346500,0,4,1,1,1,0,0,0,8,2,25,5,1,34,1
5050644,1,1,0,0,346500,0,4,1,1,1,0,0,0,8,2,25,5,0,12,1
5050645,1,1,0,0,346500,0,4,1,1,1,0,0,0,8,2,25,5,0,40,1
5050646,1,1,0,0,346500,0,4,1,1,1,0,0,0,8,2,25,5,0,39,1
5050648,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,13,1
5050649,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,52,1
5050650,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,56,1
5050651,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,13,1
5050653,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,18,1
5050654,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,1,38,1
5050655,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,18,1
5050656,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,31,1
5050657,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,5,1
5050658,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,0,13,1
5050659,0,0,0,0,112500,4,4,1,1,1,1,1,0,0,2,41,3,1,5,1
5050661,0,0,0,0,191250,0,4,1,1,1,0,1,0,8,2,56,23,0,49,1
5050666,0,1,0,0,270000,4,4,3,1,1,0,0,0,11,1,43,9,0,26,1
5050667,0,0,0,1,99000,4,4,1,1,1,1,1,0,8,3,43,23,0,20,1
5050668,0,0,0,1,99000,4,4,1,1,1,1,1,0,8,3,43,23,0,14,1
5050670,0,0,0,1,99000,4,4,1,1,1,1,1,0,8,3,43,23,0,25,1
5050671,1,0,0,0,171000,0,2,3,1,1,1,1,0,6,1,32,1,20,6,0
5050672,1,0,0,0,171000,0,2,3,1,1,1,1,0,6,1,32,1,0,20,1
5050674,1,1,0,1,180000,4,4,1,1,1,1,0,0,4,3,44,1,2,27,1
5050677,1,1,0,0,132372,0,4,1,5,1,1,0,1,14,2,24,2,0,11,1
5050678,1,1,0,0,132372,0,4,1,5,1,1,0,1,14,2,24,2,0,7,1
5050679,1,1,0,0,132372,0,4,1,5,1,1,0,1,14,2,24,2,0,11,1
5050680,1,1,0,0,180000,0,4,1,2,1,0,0,0,4,2,29,4,0,9,1
5050681,1,1,0,0,180000,0,4,1,2,1,0,0,0,4,2,29,4,0,11,1
5050682,0,0,0,0,157500,4,4,4,1,1,0,0,0,1,1,50,1,1,22,1
5050683,0,0,0,0,157500,4,4,4,1,1,0,0,0,1,1,50,1,0,21,1
5050684,0,0,0,0,157500,4,4,4,1,1,0,0,0,1,1,50,1,0,24,1
5050686,0,0,0,1,135000,0,4,3,1,1,0,0,0,14,2,41,7,0,25,1
5050687,0,0,0,1,135000,0,4,3,1,1,0,0,0,14,2,41,7,0,35,1
5050688,0,0,0,1,135000,0,4,3,1,1,0,0,0,14,2,41,7,0,35,1
5050689,0,0,0,1,135000,0,4,3,1,1,0,0,0,14,2,41,7,0,26,1
5050690,0,0,0,1,135000,0,4,3,1,1,0,0,0,14,2,41,7,0,14,1
5050691,0,0,0,1,135000,0,4,3,1,1,0,0,0,14,2,41,7,0,4,1
5050692,0,0,0,1,135000,0,4,3,1,1,0,0,0,14,2,41,7,0,9,1
5050693,0,0,0,1,135000,0,4,3,1,1,0,0,0,14,2,41,7,0,6,1
5050713,1,1,0,0,157500,0,1,1,1,1,0,0,0,8,2,27,3,0,10,1
5050714,1,1,0,0,157500,0,1,1,1,1,0,0,0,8,2,27,3,0,3,1
5050715,1,1,0,0,157500,0,1,1,1,1,0,0,0,8,2,27,3,0,6,1
5050716,1,1,0,0,157500,0,1,1,1,1,0,0,0,8,2,27,3,0,7,1
5050717,1,1,0,0,157500,0,1,1,1,1,0,0,0,8,2,27,3,0,4,1
5050718,1,1,0,0,157500,0,1,1,1,1,0,0,0,8,2,27,3,0,3,1
5050721,0,1,0,0,360000,4,1,1,1,1,1,1,0,0,2,36,7,0,5,1
5050724,0,1,0,0,360000,4,1,1,1,1,1,1,0,0,2,36,7,0,45,1
5050725,1,0,0,0,135000,4,4,0,1,1,1,0,0,8,2,24,2,0,11,1
5050726,1,0,0,0,135000,4,4,0,1,1,1,0,0,8,2,24,2,0,11,1
5050727,1,0,0,0,135000,4,4,0,1,1,1,0,0,8,2,24,2,0,11,1
5050730,0,0,0,0,135000,0,1,2,1,1,0,1,1,5,1,33,14,0,24,1
5050731,0,0,0,0,135000,0,1,2,1,1,0,1,1,5,1,33,14,2,43,1
5050732,0,0,0,0,135000,0,1,2,1,1,0,1,1,5,1,33,14,9,32,1
5050735,0,0,0,0,135000,0,1,2,1,1,0,1,1,5,1,33,14,7,35,1
5050747,0,0,0,1,159750,0,1,0,1,1,1,1,0,3,3,26,1,0,19,1
5050748,0,0,0,1,159750,0,1,0,1,1,1,1,0,3,3,26,1,0,22,1
5050749,0,0,0,1,159750,0,1,0,1,1,1,1,0,3,3,26,1,0,10,1
5050750,0,0,0,1,159750,0,1,0,1,1,1,1,0,3,3,26,1,0,9,1
5050751,1,1,0,0,135000,4,4,0,1,1,1,1,0,8,2,55,2,0,20,1
5050752,1,1,0,0,135000,4,4,0,1,1,1,1,0,8,2,55,2,0,40,1
5050753,1,1,0,0,135000,4,4,0,1,1,1,1,0,8,2,55,2,0,20,1
5050754,0,0,0,1,132750,4,4,3,1,1,0,0,0,14,2,26,2,0,7,1
5050755,1,1,0,0,225000,0,4,1,1,1,1,0,0,4,2,50,12,0,5,1
5050756,1,1,0,0,225000,0,4,1,1,1,1,0,0,4,2,50,12,0,5,1
5050757,1,0,0,0,247500,4,4,1,1,1,0,0,0,4,2,50,4,0,48,1
5050758,1,0,0,0,247500,4,4,1,1,1,0,0,0,4,2,50,4,0,47,1
5050759,1,1,0,0,180000,4,4,2,2,1,0,0,0,8,1,40,1,0,6,1
5050760,1,1,0,0,180000,4,4,2,2,1,0,0,0,8,1,40,1,0,6,1
5050761,1,1,0,0,180000,4,4,2,2,1,0,0,0,8,1,40,1,0,37,1
5050763,1,1,0,0,180000,4,4,2,2,1,0,0,0,8,1,40,1,0,4,1
5050764,0,0,0,2,337500,4,4,1,1,1,0,0,0,3,4,31,6,0,10,1
5050765,0,0,0,2,337500,4,4,1,1,1,0,0,0,3,4,31,6,0,10,1
5050766,0,0,0,2,337500,4,4,1,1,1,0,0,0,3,4,31,6,0,9,1
5050767,0,0,0,2,337500,4,4,1,1,1,0,0,0,3,4,31,6,0,9,1
5050768,0,0,0,2,337500,4,4,1,1,1,0,0,0,3,4,31,6,0,9,1
5050769,0,0,0,2,337500,4,4,1,1,1,0,0,0,3,4,31,6,0,10,1
5050773,0,0,0,0,91530,4,4,3,1,1,1,0,0,10,1,60,5,0,12,1
5050777,0,1,0,0,81000,4,4,1,1,1,0,0,0,14,2,53,3,0,3,1
5050778,1,0,0,0,180000,2,4,3,1,1,0,0,0,8,1,29,6,0,25,1
5050779,1,0,0,0,180000,2,4,3,1,1,0,0,0,8,1,29,6,0,52,1
5050780,1,0,0,0,180000,2,4,3,1,1,0,0,0,8,1,29,6,0,25,1
5050781,1,0,0,0,180000,2,4,3,1,1,0,0,0,8,1,29,6,0,25,1
5050790,1,0,0,0,180000,2,4,3,1,1,0,0,0,8,1,29,6,0,52,1
5050791,1,0,0,0,180000,2,4,3,1,1,0,0,0,8,1,29,6,0,25,1
5050793,0,0,0,0,315000,2,1,1,1,1,0,0,0,3,2,59,19,0,10,1
5050794,0,1,0,1,135000,4,1,0,1,1,0,0,0,14,3,36,2,0,7,1
5050795,0,1,0,1,135000,4,1,0,1,1,0,0,0,14,3,36,2,0,21,1
5050796,0,1,0,1,135000,4,1,0,1,1,0,0,0,14,3,36,2,0,22,1
5050797,0,1,0,1,135000,4,1,0,1,1,0,0,0,14,3,36,2,0,21,1
5050813,1,0,0,0,157500,0,4,1,1,1,0,0,0,8,2,43,8,0,28,1
5050815,1,0,0,0,157500,0,4,1,1,1,0,0,0,8,2,43,8,0,28,1
5050819,1,0,0,0,157500,0,4,1,1,1,0,0,0,8,2,43,8,0,13,1
5050824,1,0,0,0,90000,4,4,1,1,1,0,0,0,4,2,31,4,0,12,1
5050825,1,0,0,0,90000,4,4,1,1,1,0,0,0,4,2,31,4,0,8,1
5050826,1,0,0,0,90000,4,4,1,1,1,0,0,0,4,2,31,4,0,7,1
5050829,0,0,0,0,103500,4,4,1,1,1,1,0,0,11,2,49,31,0,38,1
5050833,0,0,0,0,103500,4,4,1,1,1,1,0,0,11,2,49,31,0,38,1
5050837,1,1,0,0,90000,0,4,1,1,1,0,0,0,16,2,63,1,0,15,1
5050838,1,1,0,0,90000,0,4,1,1,1,0,0,0,16,2,63,1,0,37,1
5050839,1,1,0,0,90000,0,4,1,1,1,0,0,0,16,2,63,1,0,15,1
5050840,1,1,0,0,90000,0,4,1,1,1,0,0,0,16,2,63,1,1,37,1
5050841,0,0,0,0,157500,4,4,3,1,1,0,0,0,8,1,41,8,0,2,1
5050842,0,0,0,0,157500,4,4,3,1,1,0,0,0,8,1,41,8,0,2,1
5050843,0,0,0,0,157500,4,4,3,1,1,0,0,0,8,1,41,8,0,2,1
5050844,0,0,0,0,157500,4,4,3,1,1,0,0,0,8,1,41,8,0,2,1
5050846,0,0,0,0,157500,4,4,3,1,1,0,0,0,8,1,41,8,0,2,1
5050847,0,0,0,0,157500,4,4,3,1,1,0,0,0,8,1,41,8,0,2,1
5050848,0,0,0,0,90000,4,4,2,1,1,1,1,1,8,1,42,13,0,59,1
5050852,1,0,0,0,180000,0,1,3,1,1,0,0,0,6,1,26,5,0,4,1
5050853,1,0,0,0,180000,0,1,3,1,1,0,0,0,6,1,26,5,0,33,1
5050854,1,0,0,0,180000,0,1,3,1,1,0,0,0,6,1,26,5,0,4,1
5050855,1,0,0,0,180000,0,1,3,1,1,0,0,0,6,1,26,5,0,46,1
5050856,1,0,0,0,180000,0,1,3,1,1,0,0,0,6,1,26,5,0,40,1
5050857,1,0,0,0,180000,0,1,3,1,1,0,0,0,6,1,26,5,0,4,1
5050876,0,0,0,0,270000,4,4,1,1,1,1,1,0,0,2,36,7,0,21,1
5050877,0,0,0,0,270000,4,4,1,1,1,1,1,0,0,2,36,7,0,13,1
5050878,0,0,0,0,270000,4,4,1,1,1,1,1,0,0,2,36,7,0,13,1
5050899,0,0,0,0,270000,0,1,1,1,1,1,1,0,10,2,41,23,0,5,1
5050900,0,0,0,0,270000,0,1,1,1,1,1,1,0,10,2,41,23,0,10,1
5050901,0,0,0,0,270000,0,1,1,1,1,1,1,0,10,2,41,23,0,4,1
5050902,0,0,0,0,270000,0,1,1,1,1,1,1,0,10,2,41,23,0,60,1
5050904,0,0,0,0,270000,0,1,1,1,1,1,1,0,10,2,41,23,0,29,1
5050905,0,0,0,0,270000,0,1,1,1,1,1,1,0,10,2,41,23,0,5,1
5050911,0,1,0,1,180000,0,1,1,1,1,0,1,0,0,3,38,3,0,17,1
5050912,0,1,0,1,180000,0,1,1,1,1,0,1,0,0,3,38,3,0,12,1
5050913,0,1,0,2,126000,4,1,1,1,1,0,0,0,3,4,27,5,0,28,1
5050914,0,1,0,2,126000,4,1,1,1,1,0,0,0,3,4,27,5,0,38,1
5050915,0,0,0,0,112500,4,4,1,1,1,0,1,0,8,2,45,17,0,8,1
5050916,0,0,0,0,112500,4,4,1,1,1,0,1,0,8,2,45,17,0,2,1
5050918,0,0,0,0,130500,4,4,1,5,1,0,0,0,3,2,24,4,0,2,1
5050919,0,1,0,1,180000,4,4,1,1,1,0,0,0,8,3,40,9,6,8,1
5050920,0,1,0,1,180000,4,4,1,1,1,0,0,0,8,3,40,9,0,15,1
5050921,0,1,0,1,180000,4,4,1,1,1,0,0,0,8,3,40,9,0,44,1
5050922,0,1,0,1,180000,4,4,1,1,1,0,0,0,8,3,40,9,1,44,1
5050923,0,1,0,1,180000,4,4,1,1,1,0,0,0,8,3,40,9,0,27,1
5050924,0,1,0,1,180000,4,4,1,1,1,0,0,0,8,3,40,9,0,16,1
5050925,0,1,0,1,180000,4,4,1,1,1,0,0,0,8,3,40,9,0,13,1
5050940,0,0,0,0,170303,0,1,1,1,1,1,1,0,0,2,46,12,0,4,1
5050941,0,0,0,0,170303,0,1,1,1,1,1,1,0,0,2,46,12,0,4,1
5050942,0,0,0,0,170303,0,1,1,1,1,1,1,0,0,2,46,12,0,3,1
5050944,0,0,0,0,135000,0,1,1,1,1,1,1,1,3,2,34,12,0,7,1
5050947,0,0,0,0,135000,0,1,1,1,1,1,1,1,3,2,34,12,0,44,1
5050948,0,0,0,0,135000,0,1,1,1,1,1,1,1,3,2,34,12,0,44,1
5050949,0,0,0,0,135000,0,1,1,1,1,1,1,1,3,2,34,12,0,44,1
5050950,0,0,0,0,135000,0,1,1,1,1,1,1,1,3,2,34,12,0,26,1
5050951,0,0,0,0,135000,0,1,1,1,1,1,1,1,3,2,34,12,0,20,1
5050952,0,0,0,0,135000,0,1,1,1,1,1,1,1,3,2,34,12,0,8,1
5050957,1,0,0,0,180000,0,1,3,1,1,0,0,0,3,1,28,1,2,15,1
5050959,0,0,0,0,135000,4,4,1,1,1,0,0,0,8,2,53,4,0,4,1
5050962,1,0,0,0,157500,4,4,1,1,1,0,0,0,9,2,60,15,0,43,1
5050963,1,0,0,0,157500,4,4,1,1,1,0,0,0,9,2,60,15,0,41,1
5050965,1,0,0,0,157500,4,4,1,1,1,0,0,0,9,2,60,15,0,25,1
5050966,1,0,0,0,157500,4,4,1,1,1,0,0,0,9,2,60,15,0,13,1
5050967,1,0,0,0,157500,4,4,1,1,1,0,0,0,9,2,60,15,0,13,1
5050968,1,0,0,0,157500,4,4,1,1,1,0,0,0,9,2,60,15,0,43,1
5050969,0,0,0,1,112500,2,4,3,1,1,0,0,0,3,2,44,21,0,3,1
5050972,0,0,0,1,112500,2,4,3,1,1,0,0,0,3,2,44,21,3,24,1
5050973,0,0,0,1,112500,2,4,3,1,1,0,0,0,3,2,44,21,0,3,1
5050974,0,0,0,1,112500,2,4,3,1,1,0,0,0,3,2,44,21,0,3,1
5050975,0,0,0,1,112500,2,4,3,1,1,0,0,0,3,2,44,21,2,11,1
5050976,0,0,0,1,112500,2,4,3,1,1,0,0,0,3,2,44,21,0,2,1
5050979,1,1,0,0,54000,4,4,1,1,1,0,1,0,8,2,60,38,0,50,1
5050980,0,1,0,1,247500,0,4,3,1,1,0,0,0,14,2,42,18,0,6,1
5050981,0,1,0,1,247500,0,4,3,1,1,0,0,0,14,2,42,18,0,6,1
5050982,0,1,0,1,247500,0,4,3,1,1,0,0,0,14,2,42,18,0,6,1
5050983,0,1,0,1,247500,0,4,3,1,1,0,0,0,14,2,42,18,0,2,1
5050985,1,0,0,0,265581,2,1,1,1,1,0,0,0,3,2,30,3,0,36,1
5051004,0,0,0,0,306000,0,1,1,1,1,0,0,0,10,2,30,4,0,29,1
5051005,0,0,0,0,306000,0,1,1,1,1,0,0,0,10,2,30,4,0,28,1
5051006,0,0,0,0,306000,0,1,1,1,1,0,0,0,10,2,30,4,0,6,1
5051007,0,0,0,0,306000,0,1,1,1,1,0,0,0,10,2,30,4,0,20,1
5051008,0,0,0,1,225000,0,4,1,1,1,1,1,1,13,3,29,10,0,7,1
5051009,0,0,0,1,225000,0,4,1,1,1,1,1,1,13,3,29,10,0,9,1
5051010,0,0,0,1,225000,0,4,1,1,1,1,1,1,13,3,29,10,0,16,1
5051011,0,0,0,1,225000,0,4,1,1,1,1,1,1,13,3,29,10,0,9,1
5051012,0,0,0,1,225000,0,4,1,1,1,1,1,1,13,3,29,10,0,30,1
5051013,0,0,0,1,225000,0,4,1,1,1,1,1,1,13,3,29,10,0,9,1
5051014,0,0,0,1,225000,0,4,1,1,1,1,1,1,13,3,29,10,0,25,1
5051015,0,0,0,0,270000,0,4,0,1,1,0,0,0,8,2,43,2,0,18,1
5051017,0,0,0,0,270000,0,4,0,1,1,0,0,0,8,2,43,2,0,18,1
5051018,0,0,0,0,270000,0,4,0,1,1,0,0,0,8,2,43,2,0,18,1
5051019,0,0,0,0,270000,0,4,0,1,1,0,0,0,8,2,43,2,0,13,1
5051020,0,0,0,0,270000,0,4,0,1,1,0,0,0,8,2,43,2,0,13,1
5051024,1,0,0,2,382500,0,4,1,1,1,0,0,0,4,4,30,2,0,35,1
5051025,1,1,0,0,540000,0,1,1,1,1,0,0,0,8,2,48,5,0,52,1
5051026,1,1,0,0,540000,0,1,1,1,1,0,0,0,8,2,48,5,0,45,1
5051027,1,1,0,0,540000,0,1,1,1,1,0,0,0,8,2,48,5,0,36,1
5051028,1,1,0,0,540000,0,1,1,1,1,0,0,0,8,2,48,5,0,16,1
5051029,1,1,0,0,540000,0,1,1,1,1,0,0,0,8,2,48,5,0,35,1
5051030,1,1,0,0,540000,0,1,1,1,1,0,0,0,8,2,48,5,0,25,1
5051031,1,1,0,0,540000,0,1,1,1,1,0,0,0,8,2,48,5,0,15,1
5051032,1,1,0,0,540000,0,1,1,1,1,0,0,0,8,2,48,5,1,32,1
5051040,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,0,12,1
5051041,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,0,10,1
5051044,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,1,34,1
5051045,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,1,31,1
5051046,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,1,16,1
5051047,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,5,10,1
5051048,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,1,13,1
5051049,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,0,12,1
5051050,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,0,10,1
5051051,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,0,10,1
5051052,1,1,0,0,67500,4,4,1,1,1,0,0,0,8,2,62,6,0,1,1
5051073,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,0,2,1
5051074,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,1,11,1
5051075,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,0,15,1
5051076,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,1,12,1
5051077,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,0,13,1
5051078,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,1,12,1
5051079,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,0,12,1
5051080,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,1,12,1
5051081,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,1,12,1
5051082,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,0,11,1
5051083,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,0,2,1
5051084,0,0,0,0,270000,0,4,2,2,1,1,1,0,14,1,47,4,0,16,1
5051085,1,1,0,2,315000,4,4,1,1,1,0,0,0,8,4,33,1,1,15,1
5051087,1,1,0,2,315000,4,4,1,1,1,0,0,0,8,4,33,1,28,32,1
5051088,1,1,0,2,315000,4,4,1,1,1,0,0,0,8,4,33,1,0,7,1
5051089,0,0,0,0,247500,2,1,1,1,1,0,0,0,3,2,33,8,0,25,1
5051090,0,0,0,0,247500,2,1,1,1,1,0,0,0,3,2,33,8,0,18,1
5051094,1,1,0,0,360000,0,2,1,1,1,1,0,0,10,2,31,6,0,34,1
5051095,1,1,0,0,360000,0,2,1,1,1,1,0,0,10,2,31,6,0,34,1
5051098,0,0,0,1,112500,4,2,1,1,1,0,0,0,8,3,29,7,0,19,1
5051099,0,0,0,1,112500,4,2,1,1,1,0,0,0,8,3,29,7,0,19,1
5051120,1,0,0,0,202500,2,1,1,1,1,0,0,0,3,2,35,14,0,17,1
5051121,1,0,0,0,202500,2,1,1,1,1,0,0,0,3,2,35,14,1,15,1
5051122,1,0,0,0,202500,2,1,1,1,1,0,0,0,3,2,35,14,1,17,1
5051123,1,0,0,0,202500,2,1,1,1,1,0,0,0,3,2,35,14,1,15,1
5051124,1,0,0,0,202500,2,1,1,1,1,0,0,0,3,2,35,14,0,4,1
5051125,0,0,0,0,112500,4,4,1,1,1,0,0,0,3,2,25,2,0,37,1
5051126,0,0,0,0,112500,4,4,1,1,1,0,0,0,3,2,25,2,0,9,1
5051127,0,0,0,0,112500,4,4,1,1,1,0,0,0,3,2,25,2,0,8,1
5051129,0,0,0,0,450000,0,1,3,1,1,0,0,0,3,1,28,1,0,27,1
5051130,0,0,0,0,450000,0,1,3,1,1,0,0,0,3,1,28,1,0,27,1
5051131,0,0,0,0,450000,0,1,3,1,1,0,0,0,3,1,28,1,0,13,1
5051132,0,0,0,0,450000,0,1,3,1,1,0,0,0,3,1,28,1,6,3,0
5051133,0,0,0,0,450000,0,1,3,1,1,0,0,0,3,1,28,1,0,8,1
5051138,0,0,0,1,180000,2,4,3,1,1,0,0,0,11,2,43,6,1,15,1
5051139,0,0,0,1,180000,2,4,3,1,1,0,0,0,11,2,43,6,1,15,1
5051140,0,0,0,0,144000,0,4,3,1,1,0,0,0,10,1,44,7,0,14,1
5051141,0,0,0,0,144000,0,4,3,1,1,0,0,0,10,1,44,7,0,36,1
5051148,0,0,0,0,234000,4,1,3,1,1,0,0,0,10,1,30,6,0,34,1
5051149,0,0,0,0,234000,4,1,3,1,1,0,0,0,10,1,30,6,5,32,1
5051150,0,0,0,0,234000,4,1,3,1,1,0,0,0,10,1,30,6,0,25,1
5051151,0,0,0,0,234000,4,1,3,1,1,0,0,0,10,1,30,6,2,10,1
5051152,0,0,0,0,234000,4,1,3,1,1,0,0,0,10,1,30,6,0,12,1
5051153,0,0,0,0,234000,4,1,3,1,1,0,0,0,10,1,30,6,0,47,1
5051154,1,0,0,1,247500,4,1,3,1,1,0,0,0,8,2,38,6,0,40,1
5051155,1,0,0,1,247500,4,1,3,1,1,0,0,0,8,2,38,6,0,33,1
5051156,1,0,0,1,247500,4,1,3,1,1,0,0,0,8,2,38,6,0,33,1
5051157,1,0,0,1,247500,4,1,3,1,1,0,0,0,8,2,38,6,0,56,1
5051158,1,0,0,1,247500,4,1,3,1,1,0,0,0,8,2,38,6,0,10,1
5051159,1,1,0,1,135000,4,4,1,1,1,0,0,0,8,3,27,3,0,10,1
5051160,1,1,0,1,135000,4,4,1,1,1,0,0,0,8,3,27,3,16,14,0
5051161,1,1,0,1,135000,4,4,1,1,1,0,0,0,8,3,27,3,4,7,1
5051166,1,0,0,0,112500,0,4,3,1,1,0,0,0,8,1,63,19,0,14,1
5051167,1,0,0,0,112500,0,4,3,1,1,0,0,0,8,1,63,19,0,14,1
5051169,1,1,0,0,184136,4,4,1,1,1,1,0,0,14,2,62,2,0,16,1
5051170,1,1,0,0,184136,4,4,1,1,1,1,0,0,14,2,62,2,0,6,1
